Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2025-11-01,3,Revenue,Service Revenue,United Kingdom,Services,229927,246575,244361
2025-11-01,4,Revenue,Support & Maintenance,United Kingdom,Services,119625,126810,125203
2025-11-01,5,COGS,Direct Materials,United Kingdom,Services,-156566,-167727,-166139
2025-11-01,6,COGS,Direct Labor,United Kingdom,Services,-136991,-154825,-148727
2025-11-01,7,COGS,Cloud & Hosting,United Kingdom,Services,-68930,-77413,-73871
2025-11-01,8,COGS,Support Delivery,United Kingdom,Services,-52440,-58059,-59129
2025-11-01,9,Operating Expenses,Sales,United Kingdom,Services,-109494,-116119,-111509
2025-11-01,10,Operating Expenses,Marketing,United Kingdom,Services,-85757,-96766,-96760
2025-11-01,11,Operating Expenses,Research & Development,United Kingdom,Services,-128073,-141923,-138308
2025-11-01,12,Operating Expenses,General & Administrative,United Kingdom,Services,-79163,-83864,-80777
2025-11-01,13,Operating Expenses,IT & Systems,United Kingdom,Services,-40180,-45157,-42677
2025-11-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Services,-34284,-38706,-37476
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Services,-33026,-35481,-33681
2025-11-01,16,Other,Interest Income,United Kingdom,Services,7268,7741,7745
2025-11-01,17,Other,Interest Expense,United Kingdom,Services,-16077,-18063,-17274
2025-11-01,18,Other,FX Gain/(Loss),United Kingdom,Services,-8850,-9677,-9319
2025-11-01,19,Other,Other Income/(Expense),United Kingdom,Services,-12253,-12902,-12172
2025-11-01,20,Other,Income Tax,United Kingdom,Services,-54505,-58059,-56759
2025-11-01,1,Revenue,Product Revenue,United Kingdom,Hardware,689722,751468,746200
2025-11-01,2,Revenue,Subscription Revenue,United Kingdom,Hardware,515559,563601,556047
2025-11-01,3,Revenue,Service Revenue,United Kingdom,Hardware,300586,328767,329149
2025-11-01,4,Revenue,Support & Maintenance,United Kingdom,Hardware,150397,169080,165246
2025-11-01,5,COGS,Direct Materials,United Kingdom,Hardware,-198009,-223636,-227033
2025-11-01,6,COGS,Direct Labor,United Kingdom,Hardware,-188996,-206433,-208034
2025-11-01,7,COGS,Cloud & Hosting,United Kingdom,Hardware,-96680,-103217,-97456
2025-11-01,8,COGS,Support Delivery,United Kingdom,Hardware,-68770,-77413,-78106
2025-11-01,9,Operating Expenses,Sales,United Kingdom,Hardware,-147455,-154825,-153322
2025-11-01,10,Operating Expenses,Marketing,United Kingdom,Hardware,-115859,-129021,-130608
2025-11-01,11,Operating Expenses,Research & Development,United Kingdom,Hardware,-174612,-189231,-188857
2025-11-01,12,Operating Expenses,General & Administrative,United Kingdom,Hardware,-100313,-111818,-113809
2025-11-01,13,Operating Expenses,IT & Systems,United Kingdom,Hardware,-53721,-60210,-60533
2025-11-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Hardware,-45612,-51608,-52360
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Hardware,-42565,-47308,-47161
2025-11-01,16,Other,Interest Income,United Kingdom,Hardware,9375,10322,9954
2025-11-01,17,Other,Interest Expense,United Kingdom,Hardware,-22064,-24084,-23039
2025-11-01,18,Other,FX Gain/(Loss),United Kingdom,Hardware,-11988,-12902,-12755
2025-11-01,19,Other,Other Income/(Expense),United Kingdom,Hardware,-16254,-17203,-16228
2025-11-01,20,Other,Income Tax,United Kingdom,Hardware,-71717,-77413,-76650
2025-11-01,1,Revenue,Product Revenue,Spain,Software,575457,626223,597716
2025-11-01,2,Revenue,Subscription Revenue,Spain,Software,442153,469668,478161
2025-11-01,3,Revenue,Service Revenue,Spain,Software,258876,273973,267343
2025-11-01,4,Revenue,Support & Maintenance,Spain,Software,127847,140900,140583
2025-11-01,5,COGS,Direct Materials,Spain,Software,-165566,-186364,-179139
2025-11-01,6,COGS,Direct Labor,Spain,Software,-153664,-172028,-167105
2025-11-01,7,COGS,Cloud & Hosting,Spain,Software,-79190,-86014,-82760
2025-11-01,8,COGS,Support Delivery,Spain,Software,-59337,-64510,-63567
2025-11-01,9,Operating Expenses,Sales,Spain,Software,-115920,-129021,-129707
2025-11-01,10,Operating Expenses,Marketing,Spain,Software,-100050,-107517,-105224
2025-11-01,11,Operating Expenses,Research & Development,Spain,Software,-144167,-157692,-149210
2025-11-01,12,Operating Expenses,General & Administrative,Spain,Software,-88809,-93182,-92295
2025-11-01,13,Operating Expenses,IT & Systems,Spain,Software,-47903,-50175,-50122
2025-11-01,14,Operating Expenses,Facilities & Rent,Spain,Software,-40040,-43007,-43246
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Spain,Software,-36152,-39423,-39659
2025-11-01,16,Other,Interest Income,Spain,Software,7844,8601,8522
2025-11-01,17,Other,Interest Expense,Spain,Software,-17837,-20070,-19457
2025-11-01,18,Other,FX Gain/(Loss),Spain,Software,9605,10752,10685
2025-11-01,19,Other,Other Income/(Expense),Spain,Software,-12750,-14336,-13503
2025-11-01,20,Other,Income Tax,Spain,Software,-57883,-64510,-61701
2025-11-01,1,Revenue,Product Revenue,Spain,Services,332088,375734,380492
2025-11-01,2,Revenue,Subscription Revenue,Spain,Services,263563,281801,284643
2025-11-01,3,Revenue,Service Revenue,Spain,Services,150779,164384,159873
2025-11-01,4,Revenue,Support & Maintenance,Spain,Services,78186,84540,83093
2025-11-01,5,COGS,Direct Materials,Spain,Services,-104842,-111818,-106177
2025-11-01,6,COGS,Direct Labor,Spain,Services,-95641,-103217,-100372
2025-11-01,7,COGS,Cloud & Hosting,Spain,Services,-48650,-51608,-50739
2025-11-01,8,COGS,Support Delivery,Spain,Services,-34196,-38706,-37910
2025-11-01,9,Operating Expenses,Sales,Spain,Services,-71034,-77413,-73709
2025-11-01,10,Operating Expenses,Marketing,Spain,Services,-59087,-64510,-63658
2025-11-01,11,Operating Expenses,Research & Development,Spain,Services,-90304,-94615,-90559
2025-11-01,12,Operating Expenses,General & Administrative,Spain,Services,-50842,-55909,-56246
2025-11-01,13,Operating Expenses,IT & Systems,Spain,Services,-28654,-30105,-30437
2025-11-01,14,Operating Expenses,Facilities & Rent,Spain,Services,-23941,-25804,-24572
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Spain,Services,-21968,-23654,-22619
2025-11-01,16,Other,Interest Income,Spain,Services,4672,5161,5020
2025-11-01,17,Other,Interest Expense,Spain,Services,-11210,-12042,-11684
2025-11-01,18,Other,FX Gain/(Loss),Spain,Services,-5914,-6451,-6101
2025-11-01,19,Other,Other Income/(Expense),Spain,Services,8094,8601,8121
2025-11-01,20,Other,Income Tax,Spain,Services,-36408,-38706,-38158
2025-11-01,1,Revenue,Product Revenue,Spain,Hardware,456210,500979,497896
2025-11-01,2,Revenue,Subscription Revenue,Spain,Hardware,353402,375734,360714
2025-11-01,3,Revenue,Service Revenue,Spain,Hardware,207610,219178,211646
2025-11-01,4,Revenue,Support & Maintenance,Spain,Hardware,99345,112720,109322
2025-11-01,5,COGS,Direct Materials,Spain,Hardware,-134122,-149091,-142019
2025-11-01,6,COGS,Direct Labor,Spain,Hardware,-128656,-137622,-139296
2025-11-01,7,COGS,Cloud & Hosting,Spain,Hardware,-62556,-68811,-66649
2025-11-01,8,COGS,Support Delivery,Spain,Hardware,-47149,-51608,-51421
2025-11-01,9,Operating Expenses,Sales,Spain,Hardware,-92921,-103217,-99746
2025-11-01,10,Operating Expenses,Marketing,Spain,Hardware,-77452,-86014,-85322
2025-11-01,11,Operating Expenses,Research & Development,Spain,Hardware,-114777,-126154,-122014
2025-11-01,12,Operating Expenses,General & Administrative,Spain,Hardware,-71145,-74545,-74098
2025-11-01,13,Operating Expenses,IT & Systems,Spain,Hardware,-35567,-40140,-39212
2025-11-01,14,Operating Expenses,Facilities & Rent,Spain,Hardware,-31338,-34406,-34051
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Spain,Hardware,-28727,-31538,-31799
2025-11-01,16,Other,Interest Income,Spain,Hardware,6313,6881,6802
2025-11-01,17,Other,Interest Expense,Spain,Hardware,-15076,-16056,-15301
2025-11-01,18,Other,FX Gain/(Loss),Spain,Hardware,-7937,-8601,-8185
2025-11-01,19,Other,Other Income/(Expense),Spain,Hardware,-10242,-11469,-10995
2025-11-01,20,Other,Income Tax,Spain,Hardware,-46032,-51608,-52150
2025-11-01,1,Revenue,Product Revenue,Italy,Software,649068,730594,689189
2025-11-01,2,Revenue,Subscription Revenue,Italy,Software,498153,547945,536451
2025-11-01,3,Revenue,Service Revenue,Italy,Software,293824,319635,320888
2025-11-01,4,Revenue,Support & Maintenance,Italy,Software,153208,164384,164739
2025-11-01,5,COGS,Direct Materials,Italy,Software,-201235,-217424,-212130
2025-11-01,6,COGS,Direct Labor,Italy,Software,-187900,-200699,-192192
2025-11-01,7,COGS,Cloud & Hosting,Italy,Software,-93631,-100350,-98087
2025-11-01,8,COGS,Support Delivery,Italy,Software,-70974,-75262,-73297
2025-11-01,9,Operating Expenses,Sales,Italy,Software,-137243,-150524,-145947
2025-11-01,10,Operating Expenses,Marketing,Italy,Software,-119485,-125437,-122463
2025-11-01,11,Operating Expenses,Research & Development,Italy,Software,-173645,-183974,-179578
2025-11-01,12,Operating Expenses,General & Administrative,Italy,Software,-101001,-108712,-110618
2025-11-01,13,Operating Expenses,IT & Systems,Italy,Software,-52572,-58537,-57433
2025-11-01,14,Operating Expenses,Facilities & Rent,Italy,Software,-44724,-50175,-48447
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Italy,Software,-43560,-45994,-46647
2025-11-01,16,Other,Interest Income,Italy,Software,9199,10035,9949
2025-11-01,17,Other,Interest Expense,Italy,Software,-20721,-23415,-22444
2025-11-01,18,Other,FX Gain/(Loss),Italy,Software,-11434,-12544,-12514
2025-11-01,19,Other,Other Income/(Expense),Italy,Software,-15832,-16725,-17029
2025-11-01,20,Other,Income Tax,Italy,Software,-68582,-75262,-71148
2025-11-01,1,Revenue,Product Revenue,Italy,Services,398393,438356,437518
2025-11-01,2,Revenue,Subscription Revenue,Italy,Services,305032,328767,326688
2025-11-01,3,Revenue,Service Revenue,Italy,Services,174914,191781,189989
2025-11-01,4,Revenue,Support & Maintenance,Italy,Services,87925,98630,96231
2025-11-01,5,COGS,Direct Materials,Italy,Services,-117186,-130454,-123960
2025-11-01,6,COGS,Direct Labor,Italy,Services,-114822,-120420,-118686
2025-11-01,7,COGS,Cloud & Hosting,Italy,Services,-55825,-60210,-61126
2025-11-01,8,COGS,Support Delivery,Italy,Services,-42409,-45157,-42626
2025-11-01,9,Operating Expenses,Sales,Italy,Services,-81163,-90315,-88613
2025-11-01,10,Operating Expenses,Marketing,Italy,Services,-70749,-75262,-71732
2025-11-01,11,Operating Expenses,Research & Development,Italy,Services,-102334,-110385,-107779
2025-11-01,12,Operating Expenses,General & Administrative,Italy,Services,-60898,-65227,-66272
2025-11-01,13,Operating Expenses,IT & Systems,Italy,Services,-33200,-35122,-35362
2025-11-01,14,Operating Expenses,Facilities & Rent,Italy,Services,-27463,-30105,-28898
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Italy,Services,-25054,-27596,-27454
2025-11-01,16,Other,Interest Income,Italy,Services,5595,6021,5789
2025-11-01,17,Other,Interest Expense,Italy,Services,-12653,-14049,-13956
2025-11-01,18,Other,FX Gain/(Loss),Italy,Services,-6911,-7526,-7385
2025-11-01,19,Other,Other Income/(Expense),Italy,Services,9514,10035,9530
2025-11-01,20,Other,Income Tax,Italy,Services,-40919,-45157,-44029
2025-11-01,1,Revenue,Product Revenue,Italy,Hardware,549024,584475,587007
2025-11-01,2,Revenue,Subscription Revenue,Italy,Hardware,418328,438356,426772
2025-11-01,3,Revenue,Service Revenue,Italy,Hardware,240474,255708,249130
2025-11-01,4,Revenue,Support & Maintenance,Italy,Hardware,116587,131507,126321
2025-11-01,5,COGS,Direct Materials,Italy,Hardware,-163234,-173939,-172751
2025-11-01,6,COGS,Direct Labor,Italy,Hardware,-145600,-160559,-151756
2025-11-01,7,COGS,Cloud & Hosting,Italy,Hardware,-73565,-80280,-79539
2025-11-01,8,COGS,Support Delivery,Italy,Hardware,-56977,-60210,-58716
2025-11-01,9,Operating Expenses,Sales,Italy,Hardware,-110903,-120420,-122716
2025-11-01,10,Operating Expenses,Marketing,Italy,Hardware,-93186,-100350,-94796
2025-11-01,11,Operating Expenses,Research & Development,Italy,Hardware,-131600,-147179,-148579
2025-11-01,12,Operating Expenses,General & Administrative,Italy,Hardware,-77820,-86970,-82143
2025-11-01,13,Operating Expenses,IT & Systems,Italy,Hardware,-41351,-46830,-44265
2025-11-01,14,Operating Expenses,Facilities & Rent,Italy,Hardware,-38230,-40140,-38958
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Italy,Hardware,-32820,-36795,-34919
2025-11-01,16,Other,Interest Income,Italy,Hardware,7202,8028,7605
2025-11-01,17,Other,Interest Expense,Italy,Hardware,-17841,-18732,-18161
2025-11-01,18,Other,FX Gain/(Loss),Italy,Hardware,-9156,-10035,-10209
2025-11-01,19,Other,Other Income/(Expense),Italy,Hardware,12117,13380,13301
2025-11-01,20,Other,Income Tax,Italy,Hardware,-53672,-60210,-60513
2025-11-01,1,Revenue,Product Revenue,United States,Software,1473309,1669929,1665608
2025-11-01,2,Revenue,Subscription Revenue,United States,Software,1142877,1252447,1223122
2025-11-01,3,Revenue,Service Revenue,United States,Software,654813,730594,712772
2025-11-01,4,Revenue,Support & Maintenance,United States,Software,351018,375734,378360
2025-11-01,5,COGS,Direct Materials,United States,Software,-469341,-496969,-495427
2025-11-01,6,COGS,Direct Labor,United States,Software,-406892,-458741,-466832
2025-11-01,7,COGS,Cloud & Hosting,United States,Software,-205835,-229370,-217129
2025-11-01,8,COGS,Support Delivery,United States,Software,-153315,-172028,-170957
2025-11-01,9,Operating Expenses,Sales,United States,Software,-324218,-344056,-324372
2025-11-01,10,Operating Expenses,Marketing,United States,Software,-264686,-286713,-270845
2025-11-01,11,Operating Expenses,Research & Development,United States,Software,-394285,-420513,-414398
2025-11-01,12,Operating Expenses,General & Administrative,United States,Software,-234280,-248485,-235285
2025-11-01,13,Operating Expenses,IT & Systems,United States,Software,-123272,-133799,-128796
2025-11-01,14,Operating Expenses,Facilities & Rent,United States,Software,-108162,-114685,-113816
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United States,Software,-95561,-105128,-99519
2025-11-01,16,Other,Interest Income,United States,Software,21183,22937,21960
2025-11-01,17,Other,Interest Expense,United States,Software,-47723,-53520,-51011
2025-11-01,18,Other,FX Gain/(Loss),United States,Software,-26021,-28671,-29085
2025-11-01,19,Other,Other Income/(Expense),United States,Software,35803,38228,37318
2025-11-01,20,Other,Income Tax,United States,Software,-154744,-172028,-168309
2025-11-01,1,Revenue,Product Revenue,United States,Services,936196,1001957,956612
2025-11-01,2,Revenue,Subscription Revenue,United States,Services,696042,751468,758505
2025-11-01,3,Revenue,Service Revenue,United States,Services,409884,438356,419450
2025-11-01,4,Revenue,Support & Maintenance,United States,Services,212296,225440,219250
2025-11-01,5,COGS,Direct Materials,United States,Services,-280487,-298182,-295471
2025-11-01,6,COGS,Direct Labor,United States,Services,-254479,-275245,-276718
2025-11-01,7,COGS,Cloud & Hosting,United States,Services,-124763,-137622,-137768
2025-11-01,8,COGS,Support Delivery,United States,Services,-93379,-103217,-101250
2025-11-01,9,Operating Expenses,Sales,United States,Services,-187988,-206433,-206666
2025-11-01,10,Operating Expenses,Marketing,United States,Services,-152019,-172028,-162738
2025-11-01,11,Operating Expenses,Research & Development,United States,Services,-223322,-252308,-237792
2025-11-01,12,Operating Expenses,General & Administrative,United States,Services,-136243,-149091,-140931
2025-11-01,13,Operating Expenses,IT & Systems,United States,Services,-75041,-80280,-81476
2025-11-01,14,Operating Expenses,Facilities & Rent,United States,Services,-61160,-68811,-69356
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United States,Services,-59861,-63077,-63605
2025-11-01,16,Other,Interest Income,United States,Services,12330,13762,13386
2025-11-01,17,Other,Interest Expense,United States,Services,-29623,-32112,-31860
2025-11-01,18,Other,FX Gain/(Loss),United States,Services,15428,17203,17463
2025-11-01,19,Other,Other Income/(Expense),United States,Services,21379,22937,23182
2025-11-01,20,Other,Income Tax,United States,Services,-91414,-103217,-103359
2025-11-01,1,Revenue,Product Revenue,United States,Hardware,1214076,1335943,1343557
2025-11-01,2,Revenue,Subscription Revenue,United States,Hardware,899815,1001957,979023
2025-11-01,3,Revenue,Service Revenue,United States,Hardware,550296,584475,558907
2025-11-01,4,Revenue,Support & Maintenance,United States,Hardware,266879,300587,293738
2025-11-01,5,COGS,Direct Materials,United States,Hardware,-379583,-397575,-377897
2025-11-01,6,COGS,Direct Labor,United States,Hardware,-331564,-366993,-360328
2025-11-01,7,COGS,Cloud & Hosting,United States,Hardware,-166305,-183496,-173599
2025-11-01,8,COGS,Support Delivery,United States,Hardware,-121720,-137622,-130433
2025-11-01,9,Operating Expenses,Sales,United States,Hardware,-251966,-275245,-278290
2025-11-01,10,Operating Expenses,Marketing,United States,Hardware,-205038,-229370,-229459
2025-11-01,11,Operating Expenses,Research & Development,United States,Hardware,-313905,-336410,-329203
2025-11-01,12,Operating Expenses,General & Administrative,United States,Hardware,-185861,-198788,-200097
2025-11-01,13,Operating Expenses,IT & Systems,United States,Hardware,-96448,-107040,-104683
2025-11-01,14,Operating Expenses,Facilities & Rent,United States,Hardware,-86417,-91748,-88371
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United States,Hardware,-77025,-84103,-83325
2025-11-01,16,Other,Interest Income,United States,Hardware,16889,18350,18453
2025-11-01,17,Other,Interest Expense,United States,Hardware,-38798,-42816,-40682
